,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
2505,google/gemma-3-12b-it,hardware,en,generic,ratchet,One example of a hardware is ___.,-27.125,-27.125
2506,google/gemma-3-12b-it,hardware,en,generic,saw,One example of a hardware is ___.,-22.125,-22.125
2507,google/gemma-3-12b-it,hardware,en,generic,sawhorse,One example of a hardware is ___.,-35.5,-17.75
2508,google/gemma-3-12b-it,hardware,en,generic,scraper,One example of a hardware is ___.,-27.75,-27.75
2509,google/gemma-3-12b-it,hardware,en,generic,screw,One example of a hardware is ___.,-23.0,-23.0
2510,google/gemma-3-12b-it,hardware,en,generic,screwdriver,One example of a hardware is ___.,-20.75,-20.75
2511,google/gemma-3-12b-it,hardware,en,generic,shears,One example of a hardware is ___.,-26.25,-26.25
2512,google/gemma-3-12b-it,hardware,en,generic,shovel,One example of a hardware is ___.,-24.375,-24.375
2513,google/gemma-3-12b-it,hardware,en,generic,sledgehammer,One example of a hardware is ___.,-26.998046875,-13.4990234375
2514,google/gemma-3-12b-it,hardware,en,generic,soldering iron,One example of a hardware is ___.,-18.1494140625,-9.07470703125
2515,google/gemma-3-12b-it,hardware,en,generic,spark plug,One example of a hardware is ___.,-23.25390625,-11.626953125
2516,google/gemma-3-12b-it,hardware,en,generic,staple gun,One example of a hardware is ___.,-24.140625,-12.0703125
2517,google/gemma-3-12b-it,hardware,en,generic,strainer,One example of a hardware is ___.,-28.25,-28.25
2518,google/gemma-3-12b-it,hardware,en,generic,switch,One example of a hardware is ___.,-19.75,-19.75
2519,google/gemma-3-12b-it,hardware,en,generic,tack,One example of a hardware is ___.,-24.625,-24.625
2520,google/gemma-3-12b-it,hardware,en,generic,tank,One example of a hardware is ___.,-23.0,-23.0
2521,google/gemma-3-12b-it,hardware,en,generic,thermometer,One example of a hardware is ___.,-22.875,-22.875
2522,google/gemma-3-12b-it,hardware,en,generic,tool,One example of a hardware is ___.,-19.375,-19.375
2523,google/gemma-3-12b-it,hardware,en,generic,trowel,One example of a hardware is ___.,-26.45703125,-13.228515625
2524,google/gemma-3-12b-it,hardware,en,generic,tweezers,One example of a hardware is ___.,-22.75,-22.75
2525,google/gemma-3-12b-it,hardware,en,generic,valve,One example of a hardware is ___.,-22.75,-22.75
2526,google/gemma-3-12b-it,hardware,en,generic,vise,One example of a hardware is ___.,-23.5,-23.5
2527,google/gemma-3-12b-it,hardware,en,generic,wedge,One example of a hardware is ___.,-25.75,-25.75
2528,google/gemma-3-12b-it,hardware,en,generic,wire,One example of a hardware is ___.,-18.5,-18.5
2529,google/gemma-3-12b-it,hardware,en,generic,wire cutters,One example of a hardware is ___.,-26.15625,-13.078125
2530,google/gemma-3-12b-it,hardware,en,generic,wrench,One example of a hardware is ___.,-23.5,-23.5
2531,google/gemma-3-12b-it,hardware,en,indefinite_prod,axe,Name an example of a hardware: ___,-19.5,-19.5
2532,google/gemma-3-12b-it,hardware,en,indefinite_prod,blowtorch,Name an example of a hardware: ___,-29.4375,-14.71875
2533,google/gemma-3-12b-it,hardware,en,indefinite_prod,bolt,Name an example of a hardware: ___,-17.25,-17.25
2534,google/gemma-3-12b-it,hardware,en,indefinite_prod,bracket,Name an example of a hardware: ___,-19.625,-19.625
2535,google/gemma-3-12b-it,hardware,en,indefinite_prod,button,Name an example of a hardware: ___,-13.625,-13.625
2536,google/gemma-3-12b-it,hardware,en,indefinite_prod,cable,Name an example of a hardware: ___,-13.375,-13.375
2537,google/gemma-3-12b-it,hardware,en,indefinite_prod,can opener,Name an example of a hardware: ___,-26.6875,-13.34375
2538,google/gemma-3-12b-it,hardware,en,indefinite_prod,chain,Name an example of a hardware: ___,-15.0625,-15.0625
2539,google/gemma-3-12b-it,hardware,en,indefinite_prod,chainsaw,Name an example of a hardware: ___,-16.75,-16.75
2540,google/gemma-3-12b-it,hardware,en,indefinite_prod,charger,Name an example of a hardware: ___,-15.1875,-15.1875
2541,google/gemma-3-12b-it,hardware,en,indefinite_prod,chicken wire,Name an example of a hardware: ___,-24.03125,-12.015625
2542,google/gemma-3-12b-it,hardware,en,indefinite_prod,chisel,Name an example of a hardware: ___,-18.75,-18.75
2543,google/gemma-3-12b-it,hardware,en,indefinite_prod,clasp,Name an example of a hardware: ___,-20.375,-20.375
2544,google/gemma-3-12b-it,hardware,en,indefinite_prod,cleaver,Name an example of a hardware: ___,-23.078125,-11.5390625
2545,google/gemma-3-12b-it,hardware,en,indefinite_prod,clipper,Name an example of a hardware: ___,-20.0,-20.0
2546,google/gemma-3-12b-it,hardware,en,indefinite_prod,coil,Name an example of a hardware: ___,-16.875,-16.875
2547,google/gemma-3-12b-it,hardware,en,indefinite_prod,combination lock,Name an example of a hardware: ___,-29.3125,-14.65625
2548,google/gemma-3-12b-it,hardware,en,indefinite_prod,cord,Name an example of a hardware: ___,-16.75,-16.75
2549,google/gemma-3-12b-it,hardware,en,indefinite_prod,corkscrew,Name an example of a hardware: ___,-20.9521484375,-10.47607421875
2550,google/gemma-3-12b-it,hardware,en,indefinite_prod,crank,Name an example of a hardware: ___,-21.0,-21.0
2551,google/gemma-3-12b-it,hardware,en,indefinite_prod,crowbar,Name an example of a hardware: ___,-19.55908203125,-9.779541015625
2552,google/gemma-3-12b-it,hardware,en,indefinite_prod,doorhandle,Name an example of a hardware: ___,-24.8125,-12.40625
2553,google/gemma-3-12b-it,hardware,en,indefinite_prod,doorknob,Name an example of a hardware: ___,-21.914306640625,-7.304768880208333
2554,google/gemma-3-12b-it,hardware,en,indefinite_prod,doorknocker,Name an example of a hardware: ___,-35.21875,-8.8046875
2555,google/gemma-3-12b-it,hardware,en,indefinite_prod,drill,Name an example of a hardware: ___,-17.5,-17.5
2556,google/gemma-3-12b-it,hardware,en,indefinite_prod,duct,Name an example of a hardware: ___,-20.125,-20.125
2557,google/gemma-3-12b-it,hardware,en,indefinite_prod,faucet,Name an example of a hardware: ___,-17.625,-17.625
2558,google/gemma-3-12b-it,hardware,en,indefinite_prod,file,Name an example of a hardware: ___,-13.875,-13.875
2559,google/gemma-3-12b-it,hardware,en,indefinite_prod,gear,Name an example of a hardware: ___,-16.625,-16.625
2560,google/gemma-3-12b-it,hardware,en,indefinite_prod,hammer,Name an example of a hardware: ___,-15.0,-15.0
2561,google/gemma-3-12b-it,hardware,en,indefinite_prod,handle,Name an example of a hardware: ___,-18.125,-18.125
2562,google/gemma-3-12b-it,hardware,en,indefinite_prod,hinge,Name an example of a hardware: ___,-19.75,-19.75
2563,google/gemma-3-12b-it,hardware,en,indefinite_prod,hook (door catch),Name an example of a hardware: ___,-37.884765625,-7.576953125
2564,google/gemma-3-12b-it,hardware,en,indefinite_prod,hook (hanging),Name an example of a hardware: ___,-33.390625,-8.34765625
2565,google/gemma-3-12b-it,hardware,en,indefinite_prod,hose,Name an example of a hardware: ___,-19.625,-19.625
2566,google/gemma-3-12b-it,hardware,en,indefinite_prod,jackhammer,Name an example of a hardware: ___,-24.875,-12.4375
2567,google/gemma-3-12b-it,hardware,en,indefinite_prod,key,Name an example of a hardware: ___,-11.3125,-11.3125
2568,google/gemma-3-12b-it,hardware,en,indefinite_prod,knob,Name an example of a hardware: ___,-17.125,-17.125
2569,google/gemma-3-12b-it,hardware,en,indefinite_prod,ladder,Name an example of a hardware: ___,-20.5,-20.5
2570,google/gemma-3-12b-it,hardware,en,indefinite_prod,latch,Name an example of a hardware: ___,-18.25,-18.25
2571,google/gemma-3-12b-it,hardware,en,indefinite_prod,light switch,Name an example of a hardware: ___,-16.46875,-8.234375
2572,google/gemma-3-12b-it,hardware,en,indefinite_prod,lightbulb,Name an example of a hardware: ___,-16.09375,-8.046875
2573,google/gemma-3-12b-it,hardware,en,indefinite_prod,lock,Name an example of a hardware: ___,-17.5,-17.5
2574,google/gemma-3-12b-it,hardware,en,indefinite_prod,mallet,Name an example of a hardware: ___,-19.25,-19.25
2575,google/gemma-3-12b-it,hardware,en,indefinite_prod,nail,Name an example of a hardware: ___,-17.0,-17.0
2576,google/gemma-3-12b-it,hardware,en,indefinite_prod,padlock,Name an example of a hardware: ___,-19.375,-19.375
2577,google/gemma-3-12b-it,hardware,en,indefinite_prod,peg,Name an example of a hardware: ___,-21.875,-21.875
2578,google/gemma-3-12b-it,hardware,en,indefinite_prod,pickax,Name an example of a hardware: ___,-26.3125,-13.15625
2579,google/gemma-3-12b-it,hardware,en,indefinite_prod,pipe,Name an example of a hardware: ___,-19.125,-19.125
2580,google/gemma-3-12b-it,hardware,en,indefinite_prod,pliers,Name an example of a hardware: ___,-16.75,-16.75
2581,google/gemma-3-12b-it,hardware,en,indefinite_prod,plug,Name an example of a hardware: ___,-16.0,-16.0
2582,google/gemma-3-12b-it,hardware,en,indefinite_prod,plunger,Name an example of a hardware: ___,-20.5,-20.5
2583,google/gemma-3-12b-it,hardware,en,indefinite_prod,rake,Name an example of a hardware: ___,-20.5,-20.5
2584,google/gemma-3-12b-it,hardware,en,indefinite_prod,ratchet,Name an example of a hardware: ___,-19.5,-19.5
2585,google/gemma-3-12b-it,hardware,en,indefinite_prod,saw,Name an example of a hardware: ___,-16.625,-16.625
2586,google/gemma-3-12b-it,hardware,en,indefinite_prod,sawhorse,Name an example of a hardware: ___,-29.1875,-14.59375
2587,google/gemma-3-12b-it,hardware,en,indefinite_prod,scraper,Name an example of a hardware: ___,-21.0,-21.0
2588,google/gemma-3-12b-it,hardware,en,indefinite_prod,screw,Name an example of a hardware: ___,-17.125,-17.125
2589,google/gemma-3-12b-it,hardware,en,indefinite_prod,screwdriver,Name an example of a hardware: ___,-14.3125,-14.3125
2590,google/gemma-3-12b-it,hardware,en,indefinite_prod,shears,Name an example of a hardware: ___,-22.25,-22.25
2591,google/gemma-3-12b-it,hardware,en,indefinite_prod,shovel,Name an example of a hardware: ___,-18.0,-18.0
2592,google/gemma-3-12b-it,hardware,en,indefinite_prod,sledgehammer,Name an example of a hardware: ___,-20.95703125,-10.478515625
2593,google/gemma-3-12b-it,hardware,en,indefinite_prod,soldering iron,Name an example of a hardware: ___,-15.170166015625,-7.5850830078125
2594,google/gemma-3-12b-it,hardware,en,indefinite_prod,spark plug,Name an example of a hardware: ___,-18.56640625,-9.283203125
2595,google/gemma-3-12b-it,hardware,en,indefinite_prod,staple gun,Name an example of a hardware: ___,-19.78125,-9.890625
2596,google/gemma-3-12b-it,hardware,en,indefinite_prod,strainer,Name an example of a hardware: ___,-21.75,-21.75
2597,google/gemma-3-12b-it,hardware,en,indefinite_prod,switch,Name an example of a hardware: ___,-12.8125,-12.8125
2598,google/gemma-3-12b-it,hardware,en,indefinite_prod,tack,Name an example of a hardware: ___,-20.25,-20.25
2599,google/gemma-3-12b-it,hardware,en,indefinite_prod,tank,Name an example of a hardware: ___,-18.75,-18.75
2600,google/gemma-3-12b-it,hardware,en,indefinite_prod,thermometer,Name an example of a hardware: ___,-15.5625,-15.5625
2601,google/gemma-3-12b-it,hardware,en,indefinite_prod,tool,Name an example of a hardware: ___,-13.4375,-13.4375
2602,google/gemma-3-12b-it,hardware,en,indefinite_prod,trowel,Name an example of a hardware: ___,-20.43310546875,-10.216552734375
2603,google/gemma-3-12b-it,hardware,en,indefinite_prod,tweezers,Name an example of a hardware: ___,-18.25,-18.25
2604,google/gemma-3-12b-it,hardware,en,indefinite_prod,valve,Name an example of a hardware: ___,-15.25,-15.25
2605,google/gemma-3-12b-it,hardware,en,indefinite_prod,vise,Name an example of a hardware: ___,-20.625,-20.625
2606,google/gemma-3-12b-it,hardware,en,indefinite_prod,wedge,Name an example of a hardware: ___,-20.25,-20.25
2607,google/gemma-3-12b-it,hardware,en,indefinite_prod,wire,Name an example of a hardware: ___,-15.1875,-15.1875
2608,google/gemma-3-12b-it,hardware,en,indefinite_prod,wire cutters,Name an example of a hardware: ___,-22.03125,-11.015625
2609,google/gemma-3-12b-it,hardware,en,indefinite_prod,wrench,Name an example of a hardware: ___,-18.25,-18.25
2610,google/gemma-3-12b-it,headwear,en,generic,bandanna,One example of a headwear is ___.,-23.71875,-11.859375
2611,google/gemma-3-12b-it,headwear,en,generic,beanie,One example of a headwear is ___.,-20.125,-20.125
2612,google/gemma-3-12b-it,headwear,en,generic,bonnet,One example of a headwear is ___.,-21.625,-21.625
2613,google/gemma-3-12b-it,headwear,en,generic,bowler hat,One example of a headwear is ___.,-25.20556640625,-12.602783203125
2614,google/gemma-3-12b-it,headwear,en,generic,crown,One example of a headwear is ___.,-16.5,-16.5
2615,google/gemma-3-12b-it,headwear,en,generic,football helmet,One example of a headwear is ___.,-20.5380859375,-10.26904296875
2616,google/gemma-3-12b-it,headwear,en,generic,hairnet,One example of a headwear is ___.,-20.71875,-10.359375
2617,google/gemma-3-12b-it,headwear,en,generic,hat,One example of a headwear is ___.,-13.25,-13.25
2618,google/gemma-3-12b-it,headwear,en,generic,headband,One example of a headwear is ___.,-16.625,-16.625
2619,google/gemma-3-12b-it,headwear,en,generic,headdress,One example of a headwear is ___.,-18.9931640625,-9.49658203125
2620,google/gemma-3-12b-it,headwear,en,generic,headscarf,One example of a headwear is ___.,-14.75439453125,-4.918131510416667
2621,google/gemma-3-12b-it,headwear,en,generic,helmet,One example of a headwear is ___.,-20.0,-20.0
2622,google/gemma-3-12b-it,headwear,en,generic,hood,One example of a headwear is ___.,-23.125,-23.125
2623,google/gemma-3-12b-it,headwear,en,generic,sombrero,One example of a headwear is ___.,-21.375,-21.375
2624,google/gemma-3-12b-it,headwear,en,generic,tiara,One example of a headwear is ___.,-18.337890625,-9.1689453125
2625,google/gemma-3-12b-it,headwear,en,generic,top hat,One example of a headwear is ___.,-19.5390625,-9.76953125
2626,google/gemma-3-12b-it,headwear,en,generic,turban,One example of a headwear is ___.,-20.875,-20.875
2627,google/gemma-3-12b-it,headwear,en,generic,veil,One example of a headwear is ___.,-23.0,-23.0
2628,google/gemma-3-12b-it,headwear,en,generic,wig,One example of a headwear is ___.,-20.5,-20.5
2629,google/gemma-3-12b-it,headwear,en,indefinite_prod,bandanna,Name an example of a headwear: ___,-17.171875,-8.5859375
2630,google/gemma-3-12b-it,headwear,en,indefinite_prod,beanie,Name an example of a headwear: ___,-11.125,-11.125
2631,google/gemma-3-12b-it,headwear,en,indefinite_prod,bonnet,Name an example of a headwear: ___,-12.5625,-12.5625
2632,google/gemma-3-12b-it,headwear,en,indefinite_prod,bowler hat,Name an example of a headwear: ___,-16.168701171875,-8.0843505859375
2633,google/gemma-3-12b-it,headwear,en,indefinite_prod,crown,Name an example of a headwear: ___,-11.9375,-11.9375
2634,google/gemma-3-12b-it,headwear,en,indefinite_prod,football helmet,Name an example of a headwear: ___,-15.94482421875,-7.972412109375
2635,google/gemma-3-12b-it,headwear,en,indefinite_prod,hairnet,Name an example of a headwear: ___,-16.34375,-8.171875
2636,google/gemma-3-12b-it,headwear,en,indefinite_prod,hat,Name an example of a headwear: ___,-6.0625,-6.0625
2637,google/gemma-3-12b-it,headwear,en,indefinite_prod,headband,Name an example of a headwear: ___,-10.625,-10.625
2638,google/gemma-3-12b-it,headwear,en,indefinite_prod,headdress,Name an example of a headwear: ___,-12.690414428710938,-6.345207214355469
2639,google/gemma-3-12b-it,headwear,en,indefinite_prod,headscarf,Name an example of a headwear: ___,-11.44195556640625,-3.8139851888020835
2640,google/gemma-3-12b-it,headwear,en,indefinite_prod,helmet,Name an example of a headwear: ___,-14.0625,-14.0625
2641,google/gemma-3-12b-it,headwear,en,indefinite_prod,hood,Name an example of a headwear: ___,-15.625,-15.625
2642,google/gemma-3-12b-it,headwear,en,indefinite_prod,sombrero,Name an example of a headwear: ___,-15.3125,-15.3125
2643,google/gemma-3-12b-it,headwear,en,indefinite_prod,tiara,Name an example of a headwear: ___,-17.254852294921875,-8.627426147460938
2644,google/gemma-3-12b-it,headwear,en,indefinite_prod,top hat,Name an example of a headwear: ___,-14.433349609375,-7.2166748046875
2645,google/gemma-3-12b-it,headwear,en,indefinite_prod,turban,Name an example of a headwear: ___,-13.875,-13.875
2646,google/gemma-3-12b-it,headwear,en,indefinite_prod,veil,Name an example of a headwear: ___,-17.125,-17.125
2647,google/gemma-3-12b-it,headwear,en,indefinite_prod,wig,Name an example of a headwear: ___,-16.5,-16.5
2648,google/gemma-3-12b-it,home appliance,en,generic,television,One example of a home appliance is ___.,-17.5,-17.5
2649,google/gemma-3-12b-it,home appliance,en,generic,air conditioner,One example of a home appliance is ___.,-14.400390625,-7.2001953125
2650,google/gemma-3-12b-it,home appliance,en,generic,blender,One example of a home appliance is ___.,-19.625,-19.625
2651,google/gemma-3-12b-it,home appliance,en,generic,blower,One example of a home appliance is ___.,-25.0,-25.0
2652,google/gemma-3-12b-it,home appliance,en,generic,coffeemaker,One example of a home appliance is ___.,-20.9759521484375,-6.991984049479167
2653,google/gemma-3-12b-it,home appliance,en,generic,cooker,One example of a home appliance is ___.,-20.625,-20.625
2654,google/gemma-3-12b-it,home appliance,en,generic,cooler,One example of a home appliance is ___.,-21.25,-21.25
2655,google/gemma-3-12b-it,home appliance,en,generic,curling iron,One example of a home appliance is ___.,-23.169189453125,-11.5845947265625
2656,google/gemma-3-12b-it,home appliance,en,generic,dishwasher,One example of a home appliance is ___.,-19.375,-19.375
2657,google/gemma-3-12b-it,home appliance,en,generic,dryer,One example of a home appliance is ___.,-19.875,-19.875
2658,google/gemma-3-12b-it,home appliance,en,generic,fan,One example of a home appliance is ___.,-19.0,-19.0
2659,google/gemma-3-12b-it,home appliance,en,generic,flatiron,One example of a home appliance is ___.,-25.84375,-12.921875
2660,google/gemma-3-12b-it,home appliance,en,generic,food processor,One example of a home appliance is ___.,-15.251953125,-7.6259765625
2661,google/gemma-3-12b-it,home appliance,en,generic,freezer,One example of a home appliance is ___.,-20.0,-20.0
2662,google/gemma-3-12b-it,home appliance,en,generic,hairdryer,One example of a home appliance is ___.,-21.75,-21.75
2663,google/gemma-3-12b-it,home appliance,en,generic,heater,One example of a home appliance is ___.,-22.375,-22.375
2664,google/gemma-3-12b-it,home appliance,en,generic,hotplate,One example of a home appliance is ___.,-25.375,-12.6875
2665,google/gemma-3-12b-it,home appliance,en,generic,icemaker,One example of a home appliance is ___.,-23.15625,-11.578125
2666,google/gemma-3-12b-it,home appliance,en,generic,iron,One example of a home appliance is ___.,-19.375,-19.375
2667,google/gemma-3-12b-it,home appliance,en,generic,juicer,One example of a home appliance is ___.,-23.253616333007812,-11.626808166503906
2668,google/gemma-3-12b-it,home appliance,en,generic,lawnmower,One example of a home appliance is ___.,-22.94482421875,-7.648274739583333
2669,google/gemma-3-12b-it,home appliance,en,generic,meat grinder,One example of a home appliance is ___.,-20.455078125,-10.2275390625
2670,google/gemma-3-12b-it,home appliance,en,generic,microwave,One example of a home appliance is ___.,-17.375,-17.375
2671,google/gemma-3-12b-it,home appliance,en,generic,mixer,One example of a home appliance is ___.,-25.0,-25.0
2672,google/gemma-3-12b-it,home appliance,en,generic,oven,One example of a home appliance is ___.,-16.75,-16.75
2673,google/gemma-3-12b-it,home appliance,en,generic,refrigerator,One example of a home appliance is ___.,-13.75,-13.75
2674,google/gemma-3-12b-it,home appliance,en,generic,sewing machine,One example of a home appliance is ___.,-19.07666015625,-9.538330078125
2675,google/gemma-3-12b-it,home appliance,en,generic,soda fountain,One example of a home appliance is ___.,-23.875,-11.9375
2676,google/gemma-3-12b-it,home appliance,en,generic,stove,One example of a home appliance is ___.,-17.875,-17.875
2677,google/gemma-3-12b-it,home appliance,en,generic,thermostat,One example of a home appliance is ___.,-20.625,-20.625
2678,google/gemma-3-12b-it,home appliance,en,generic,toaster,One example of a home appliance is ___.,-18.875,-18.875
2679,google/gemma-3-12b-it,home appliance,en,generic,toaster oven,One example of a home appliance is ___.,-21.6875,-10.84375
2680,google/gemma-3-12b-it,home appliance,en,generic,vacuum,One example of a home appliance is ___.,-18.75,-18.75
2681,google/gemma-3-12b-it,home appliance,en,generic,waffle iron,One example of a home appliance is ___.,-23.3447265625,-11.67236328125
2682,google/gemma-3-12b-it,home appliance,en,generic,washing machine,One example of a home appliance is ___.,-17.7694091796875,-8.88470458984375
2683,google/gemma-3-12b-it,home appliance,en,generic,water cooler,One example of a home appliance is ___.,-21.96875,-10.984375
2684,google/gemma-3-12b-it,home appliance,en,generic,water heater,One example of a home appliance is ___.,-14.719970703125,-7.3599853515625
2685,google/gemma-3-12b-it,home appliance,en,generic,wine cooler,One example of a home appliance is ___.,-23.4453125,-11.72265625
2686,google/gemma-3-12b-it,home appliance,en,indefinite_prod,television,Name an example of a home appliance: ___,-9.375,-9.375
2687,google/gemma-3-12b-it,home appliance,en,indefinite_prod,air conditioner,Name an example of a home appliance: ___,-13.746337890625,-6.8731689453125
2688,google/gemma-3-12b-it,home appliance,en,indefinite_prod,blender,Name an example of a home appliance: ___,-9.9375,-9.9375
2689,google/gemma-3-12b-it,home appliance,en,indefinite_prod,blower,Name an example of a home appliance: ___,-20.0,-20.0
2690,google/gemma-3-12b-it,home appliance,en,indefinite_prod,coffeemaker,Name an example of a home appliance: ___,-18.967864990234375,-6.322621663411458
2691,google/gemma-3-12b-it,home appliance,en,indefinite_prod,cooker,Name an example of a home appliance: ___,-10.8125,-10.8125
2692,google/gemma-3-12b-it,home appliance,en,indefinite_prod,cooler,Name an example of a home appliance: ___,-17.125,-17.125
2693,google/gemma-3-12b-it,home appliance,en,indefinite_prod,curling iron,Name an example of a home appliance: ___,-18.62823486328125,-9.314117431640625
2694,google/gemma-3-12b-it,home appliance,en,indefinite_prod,dishwasher,Name an example of a home appliance: ___,-7.59375,-7.59375
2695,google/gemma-3-12b-it,home appliance,en,indefinite_prod,dryer,Name an example of a home appliance: ___,-13.9375,-13.9375
2696,google/gemma-3-12b-it,home appliance,en,indefinite_prod,fan,Name an example of a home appliance: ___,-13.125,-13.125
2697,google/gemma-3-12b-it,home appliance,en,indefinite_prod,flatiron,Name an example of a home appliance: ___,-23.375,-11.6875
2698,google/gemma-3-12b-it,home appliance,en,indefinite_prod,food processor,Name an example of a home appliance: ___,-14.58984375,-7.294921875
2699,google/gemma-3-12b-it,home appliance,en,indefinite_prod,freezer,Name an example of a home appliance: ___,-12.6875,-12.6875
2700,google/gemma-3-12b-it,home appliance,en,indefinite_prod,hairdryer,Name an example of a home appliance: ___,-14.25,-14.25
2701,google/gemma-3-12b-it,home appliance,en,indefinite_prod,heater,Name an example of a home appliance: ___,-14.8125,-14.8125
2702,google/gemma-3-12b-it,home appliance,en,indefinite_prod,hotplate,Name an example of a home appliance: ___,-21.21875,-10.609375
2703,google/gemma-3-12b-it,home appliance,en,indefinite_prod,icemaker,Name an example of a home appliance: ___,-20.4765625,-10.23828125
2704,google/gemma-3-12b-it,home appliance,en,indefinite_prod,iron,Name an example of a home appliance: ___,-14.5,-14.5
2705,google/gemma-3-12b-it,home appliance,en,indefinite_prod,juicer,Name an example of a home appliance: ___,-17.625804901123047,-8.812902450561523
2706,google/gemma-3-12b-it,home appliance,en,indefinite_prod,lawnmower,Name an example of a home appliance: ___,-14.691741943359375,-4.897247314453125
2707,google/gemma-3-12b-it,home appliance,en,indefinite_prod,meat grinder,Name an example of a home appliance: ___,-19.4921875,-9.74609375
2708,google/gemma-3-12b-it,home appliance,en,indefinite_prod,microwave,Name an example of a home appliance: ___,-8.25,-8.25
2709,google/gemma-3-12b-it,home appliance,en,indefinite_prod,mixer,Name an example of a home appliance: ___,-14.75,-14.75
2710,google/gemma-3-12b-it,home appliance,en,indefinite_prod,oven,Name an example of a home appliance: ___,-8.125,-8.125
2711,google/gemma-3-12b-it,home appliance,en,indefinite_prod,refrigerator,Name an example of a home appliance: ___,-4.40625,-4.40625
2712,google/gemma-3-12b-it,home appliance,en,indefinite_prod,sewing machine,Name an example of a home appliance: ___,-16.37921142578125,-8.189605712890625
2713,google/gemma-3-12b-it,home appliance,en,indefinite_prod,soda fountain,Name an example of a home appliance: ___,-18.859375,-9.4296875
2714,google/gemma-3-12b-it,home appliance,en,indefinite_prod,stove,Name an example of a home appliance: ___,-9.4375,-9.4375
2715,google/gemma-3-12b-it,home appliance,en,indefinite_prod,thermostat,Name an example of a home appliance: ___,-13.3125,-13.3125
2716,google/gemma-3-12b-it,home appliance,en,indefinite_prod,toaster,Name an example of a home appliance: ___,-6.90625,-6.90625
2717,google/gemma-3-12b-it,home appliance,en,indefinite_prod,toaster oven,Name an example of a home appliance: ___,-13.34375,-6.671875
2718,google/gemma-3-12b-it,home appliance,en,indefinite_prod,vacuum,Name an example of a home appliance: ___,-11.5625,-11.5625
2719,google/gemma-3-12b-it,home appliance,en,indefinite_prod,waffle iron,Name an example of a home appliance: ___,-14.3837890625,-7.19189453125
2720,google/gemma-3-12b-it,home appliance,en,indefinite_prod,washing machine,Name an example of a home appliance: ___,-8.62896728515625,-4.314483642578125
2721,google/gemma-3-12b-it,home appliance,en,indefinite_prod,water cooler,Name an example of a home appliance: ___,-20.625,-10.3125
2722,google/gemma-3-12b-it,home appliance,en,indefinite_prod,water heater,Name an example of a home appliance: ___,-12.386474609375,-6.1932373046875
2723,google/gemma-3-12b-it,home appliance,en,indefinite_prod,wine cooler,Name an example of a home appliance: ___,-18.9375,-9.46875
2724,google/gemma-3-12b-it,home decor,en,generic,curtain,One example of a home decor is ___.,-17.75,-17.75
2725,google/gemma-3-12b-it,home decor,en,generic,lamp,One example of a home decor is ___.,-18.625,-18.625
2726,google/gemma-3-12b-it,home decor,en,generic,mirror,One example of a home decor is ___.,-19.375,-19.375
2727,google/gemma-3-12b-it,home decor,en,generic,rug,One example of a home decor is ___.,-20.75,-20.75
2728,google/gemma-3-12b-it,home decor,en,generic,abacus,One example of a home decor is ___.,-23.328125,-11.6640625
2729,google/gemma-3-12b-it,home decor,en,generic,album,One example of a home decor is ___.,-22.375,-22.375
2730,google/gemma-3-12b-it,home decor,en,generic,aquarium,One example of a home decor is ___.,-19.625,-19.625
2731,google/gemma-3-12b-it,home decor,en,generic,birdbath,One example of a home decor is ___.,-26.59375,-13.296875
2732,google/gemma-3-12b-it,home decor,en,generic,birdcage,One example of a home decor is ___.,-22.59375,-11.296875
2733,google/gemma-3-12b-it,home decor,en,generic,birdhouse,One example of a home decor is ___.,-21.21875,-10.609375
2734,google/gemma-3-12b-it,home decor,en,generic,bonsai,One example of a home decor is ___.,-18.875,-18.875
2735,google/gemma-3-12b-it,home decor,en,generic,candelabra,One example of a home decor is ___.,-22.357269287109375,-7.452423095703125
2736,google/gemma-3-12b-it,home decor,en,generic,candle,One example of a home decor is ___.,-20.0,-20.0
2737,google/gemma-3-12b-it,home decor,en,generic,candlestick,One example of a home decor is ___.,-20.0,-20.0
2738,google/gemma-3-12b-it,home decor,en,generic,centerpiece,One example of a home decor is ___.,-21.625,-21.625
2739,google/gemma-3-12b-it,home decor,en,generic,chandelier,One example of a home decor is ___.,-19.625,-19.625
2740,google/gemma-3-12b-it,home decor,en,generic,christmas tree,One example of a home decor is ___.,-23.0546875,-11.52734375
2741,google/gemma-3-12b-it,home decor,en,generic,coaster,One example of a home decor is ___.,-22.25,-22.25
2742,google/gemma-3-12b-it,home decor,en,generic,cornucopia,One example of a home decor is ___.,-21.2529296875,-7.084309895833333
2743,google/gemma-3-12b-it,home decor,en,generic,crystal ball,One example of a home decor is ___.,-29.1875,-14.59375
2744,google/gemma-3-12b-it,home decor,en,generic,cuckoo clock,One example of a home decor is ___.,-19.89453125,-6.631510416666667
2745,google/gemma-3-12b-it,home decor,en,generic,doily,One example of a home decor is ___.,-21.03125,-10.515625
2746,google/gemma-3-12b-it,home decor,en,generic,doorknocker,One example of a home decor is ___.,-30.12060546875,-7.5301513671875
2747,google/gemma-3-12b-it,home decor,en,generic,figurine,One example of a home decor is ___.,-23.625,-23.625
2748,google/gemma-3-12b-it,home decor,en,generic,frame,One example of a home decor is ___.,-21.5,-21.5
