,concept,spanish,spanish_to_eng,german,german_to_eng,english,typ_es,typ_de,typ_en
909,dessert,,,,,cheesecake,,,0.7476114041122067
910,dessert,,,,,chocolate,,,0.6328725038402457
911,dessert,,,,,cookie,,,0.770346692894025
912,dessert,,,,,creme brulee,,,0.4425349087003222
913,dessert,,,,,crepe,,,0.27435064935064923
914,dessert,,,,,cupcake,,,0.7663865546218487
915,dessert,,,,,dessert,,,0.7166587565258661
916,dessert,,,,,donut,,,0.4499072356215213
917,dessert,,,,,eclair,,,0.4352968460111316
918,dessert,,,,,flan,,,0.2501186521120075
919,dessert,,,,,fruitcake,,,0.33348794063079784
920,dessert,,,,,fudge,,,0.46020408163265286
921,dessert,,,,,ice cream,,,0.8328714201730075
922,dessert,,,,,ice-cream cone,,,0.6435690555291884
923,dessert,,,,,milkshake,,,0.5410714285714285
924,dessert,,,,,mousse,,,0.43373493975903615
925,dessert,,,,,muffin,,,0.3170731707317073
926,dessert,,,,,parfait,,,0.34957983193277314
927,dessert,,,,,pastry,,,0.5244010647737356
928,dessert,,,,,pie,,,0.7613095238095238
929,dessert,,,,,popsicle,,,0.4334845049130762
930,dessert,,,,,pudding,,,0.5598036683027642
931,dessert,,,,,shortbread,,,0.3281726483696927
932,dessert,,,,,sorbet,,,0.3728222996515679
933,dessert,,,,,souffle,,,0.34863945578231287
934,dessert,,,,,sundae,,,0.7064994672567823
935,dessert,,,,,tiramisu,,,0.41419294990723554
936,dessert,,,,,wedding cake,,,0.37687074829931966
937,dessert,,,,,whipped cream,,,0.3703182422394245
938,drink,,,,,beer,,,0.6542341074360779
939,drink,,,,,champagne,,,0.28739495798319326
940,drink,,,,,cocktail,,,0.4375
941,drink,,,,,coffee,,,0.812847866419295
942,drink,,,,,drink,,,0.5589285714285714
943,drink,,,,,eggnog,,,0.10252100840336124
944,drink,,,,,espresso,,,0.3189368770764119
945,drink,,,,,hot chocolate,,,0.3847214561500275
946,drink,,,,,juice,,,0.7310249942673698
947,drink,,,,,latte,,,0.3852663016426082
948,drink,,,,,lemonade,,,0.6191240541160284
949,drink,,,,,margarita,,,0.36085343228200367
950,drink,,,,,milk,,,0.6765906362545018
951,drink,,,,,milkshake,,,0.37521514629948355
952,drink,,,,,punch,,,0.30686908909905425
953,drink,,,,,smoothie,,,0.35963165754106513
954,drink,,,,,soda,,,0.8300180831826401
955,drink,,,,,tea,,,0.7162064825930372
956,drink,,,,,wine,,,0.5477040816326529
957,electronic device,,,,,air conditioner,,,0.5040341718082582
958,electronic device,,,,,amplifier,,,0.48883553421368553
959,electronic device,,,,,blender,,,0.504471451501949
960,electronic device,,,,,blower,,,0.2753872633390705
961,electronic device,,,,,camcorder,,,0.5963718820861679
962,electronic device,,,,,camera,,,0.6069538926681783
963,electronic device,,,,,cash machine,,,0.38348362600854297
964,electronic device,,,,,cd player,,,0.701530612244898
965,electronic device,,,,,cellphone,,,0.917233560090703
966,electronic device,,,,,centrifuge,,,0.15476190476190468
967,electronic device,,,,,chainsaw,,,0.1434108527131783
968,electronic device,,,,,coffeemaker,,,0.5706727135298564
969,electronic device,,,,,computer,,,0.9308523409363746
970,electronic device,,,,,computer screen,,,0.7850185528756957
971,electronic device,,,,,cooker,,,0.4462279293739968
972,electronic device,,,,,copier,,,0.6818181818181818
973,electronic device,,,,,curling iron,,,0.41570541259982247
974,electronic device,,,,,defibrillator,,,0.37660180351210254
975,electronic device,,,,,dishwasher,,,0.5
976,electronic device,,,,,drill,,,0.4081632653061224
977,electronic device,,,,,dryer,,,0.5034013605442176
978,electronic device,,,,,electric chair,,,0.24714061448755326
979,electronic device,,,,,fan,,,0.5771612015592754
980,electronic device,,,,,food processor,,,0.48979591836734687
981,electronic device,,,,,freezer,,,0.45834333733493393
982,electronic device,,,,,generator,,,0.3933747412008281
983,electronic device,,,,,hairdryer,,,0.5641566971616233
984,electronic device,,,,,hotplate,,,0.3
985,electronic device,,,,,icemaker,,,0.2573203194321206
986,electronic device,,,,,incubator,,,0.22045855379188709
987,electronic device,,,,,iron,,,0.3421516754850088
988,electronic device,,,,,jackhammer,,,0.12526389866291338
989,electronic device,,,,,joystick,,,0.4130675526024362
990,electronic device,,,,,juicer,,,0.4283421233662005
991,electronic device,,,,,jukebox,,,0.3448275862068965
992,electronic device,,,,,lamp,,,0.5431893687707642
993,electronic device,,,,,laptop,,,0.913657770800628
994,electronic device,,,,,metal detector,,,0.3717532467532467
995,electronic device,,,,,microphone,,,0.5897495361781075
996,electronic device,,,,,microwave,,,0.7361626468769326
997,electronic device,,,,,mixer,,,0.5145258103241296
998,electronic device,,,,,modem,,,0.6801920768307322
999,electronic device,,,,,mouse,,,0.6523145843703336
1000,electronic device,,,,,music box,,,0.3843537414965986
1001,electronic device,,,,,pinball,,,0.20905923344947724
1002,electronic device,,,,,polygraph,,,0.23279544375889885
1003,electronic device,,,,,printer,,,0.7967406742916946
1004,electronic device,,,,,projector,,,0.5847282733318045
1005,electronic device,,,,,radio,,,0.7457382953181273
1006,electronic device,,,,,record player,,,0.4982993197278911
1007,electronic device,,,,,refrigerator,,,0.5984848484848485
1008,electronic device,,,,,remote control,,,0.6785714285714286
1009,electronic device,,,,,router,,,0.6177944862155388
1010,electronic device,,,,,scanner,,,0.5930096176401596
1011,electronic device,,,,,screen,,,0.5735930735930737
1012,electronic device,,,,,sewing machine,,,0.36242083040112594
1013,electronic device,,,,,shredder,,,0.39748457522543895
1014,electronic device,,,,,slicer,,,0.13066202090592333
1015,electronic device,,,,,slot machine,,,0.34090909090909083
1016,electronic device,,,,,smoke alarm,,,0.34060520760028146
1017,electronic device,,,,,stereo,,,0.7366375121477162
1018,electronic device,,,,,tablet,,,0.8272864701436129
1019,electronic device,,,,,tape recorder,,,0.5385487528344671
1020,electronic device,,,,,television,,,0.8667983322361202
1021,electronic device,,,,,toaster,,,0.5590887517797817
1022,electronic device,,,,,toaster oven,,,0.5083274689186018
1023,electronic device,,,,,treadmill,,,0.40166975881261596
1024,electronic device,,,,,turntable,,,0.35067197610751616
1025,electronic device,,,,,vacuum,,,0.5507715281234444
1026,electronic device,,,,,vending machine,,,0.40612244897959177
1027,electronic device,,,,,waffle iron,,,0.3448275862068965
1028,electronic device,,,,,washing machine,,,0.578397212543554
1029,electronic device,,,,,water heater,,,0.3086734693877551
1030,electronic device,,,,,webcam,,,0.7187426694815856
1031,farm animal,,,,,bison,,,0.11668667466986789
1032,farm animal,,,,,bull,,,0.4037267080745342
1033,farm animal,,,,,calf,,,0.6378324056895485
1034,farm animal,,,,,chicken,,,0.8445839874411304
1035,farm animal,,,,,cow,,,0.8865107018417123
1036,farm animal,,,,,donkey,,,0.294886493923412
1037,farm animal,,,,,duck,,,0.35318127250900355
1038,farm animal,,,,,goat,,,0.6177023618436139
1039,farm animal,,,,,goose,,,0.26976307764485097
1040,farm animal,,,,,horse,,,0.6544973544973544
1041,farm animal,,,,,lamb,,,0.4845630559916273
1042,farm animal,,,,,pig,,,0.7573283858998144
1043,farm animal,,,,,piglet,,,0.4787456445993032
1044,farm animal,,,,,rabbit,,,0.325154781013529
1045,farm animal,,,,,ram,,,0.20238095238095233
1046,farm animal,,,,,rooster,,,0.6665927240461401
1047,farm animal,,,,,sheep,,,0.6217687074829933
1048,farm animal,,,,,turkey,,,0.38084163898117385
1049,fastener,,,,,barrette,,,0.3275024295432458
1050,fastener,,,,,belt buckle,,,0.6232993197278912
1051,fastener,,,,,bolt,,,0.5276278253236778
1052,fastener,,,,,bow,,,0.4570381998953427
1053,fastener,,,,,buckle,,,0.6484450923226434
1054,fastener,,,,,button,,,0.6762070681931308
1055,fastener,,,,,chain,,,0.3977218794494542
1056,fastener,,,,,clasp,,,0.6291257243638197
1057,fastener,,,,,clothespin,,,0.48268398268398277
1058,fastener,,,,,combination lock,,,0.3809363745498199
1059,fastener,,,,,cufflink,,,0.27608346709470294
1060,fastener,,,,,gasket,,,0.17360544217687074
1061,fastener,,,,,hairpin,,,0.40144057623049223
1062,fastener,,,,,hook,,,0.4879707980753278
1063,fastener,,,,,knot,,,0.4352941176470587
1064,fastener,,,,,latch,,,0.5494505494505495
1065,fastener,,,,,lock,,,0.4902650715458598
1066,fastener,,,,,nail,,,0.4359925788497217
1067,fastener,,,,,padlock,,,0.3651831817064175
1068,fastener,,,,,paperclip,,,0.6353555120678408
1069,fastener,,,,,peg,,,0.20068027210884357
1070,fastener,,,,,pin,,,0.5978835978835979
1071,fastener,,,,,rubber band,,,0.42857142857142855
1072,fastener,,,,,safety pin,,,0.6789727126805778
1073,fastener,,,,,screw,,,0.5876143560872625
1074,fastener,,,,,staple,,,0.6507936507936508
1075,fastener,,,,,strap,,,0.6227405247813412
1076,fastener,,,,,tack,,,0.4288548752834466
1077,fastener,,,,,tape,,,0.6151824366110082
1078,fastener,,,,,thumbtack,,,0.46127366609294324
1079,fastener,,,,,velcro,,,0.6136216391318433
1080,fastener,,,,,zipper,,,0.7093596059113301
1081,food,,,,,almond,,,0.5606053657418023
1082,food,,,,,appetizer,,,0.5004746084480304
1083,food,,,,,apple,,,0.8336228108264583
1084,food,,,,,applesauce,,,0.629838142153413
1085,food,,,,,artichoke,,,0.3545918367346938
1086,food,,,,,arugula,,,0.2591061741152157
1087,food,,,,,asparagus,,,0.5231910946196661
1088,food,,,,,avocado,,,0.6348474873820497
1089,food,,,,,bacon,,,0.8506602641056421
1090,food,,,,,bagel,,,0.7039095156134743
1091,food,,,,,baklava,,,0.2125
1092,food,,,,,banana,,,0.7845547309833024
1093,food,,,,,banana split,,,0.4362244897959184
1094,food,,,,,basil,,,0.1878401360544217
1095,food,,,,,batter,,,0.27145051569014694
1096,food,,,,,bean,,,0.6206048684534055
1097,food,,,,,beet,,,0.34128350135234814
1098,food,,,,,bell pepper,,,0.5554309635942288
1099,food,,,,,berry,,,0.5759878419452888
1100,food,,,,,birthday cake,,,0.557564798071127
1101,food,,,,,biscuit,,,0.7342136854741896
1102,food,,,,,blackberry,,,0.46039844509232264
1103,food,,,,,blueberry,,,0.5978231292517007
1104,food,,,,,bok choy,,,0.25023191094619657
1105,food,,,,,bologna,,,0.6061624649859944
1106,food,,,,,bread,,,0.8719851576994434
1107,food,,,,,breadstick,,,0.6338589981447126
1108,food,,,,,breakfast,,,0.6174789915966387
1109,food,,,,,broccoli,,,0.6871539313399779
1110,food,,,,,brownie,,,0.6454361964566047
1111,food,,,,,brussels sprouts,,,0.4988662131519274
1112,food,,,,,buffet,,,0.3622785377887418
1113,food,,,,,bun,,,0.5768707482993198
1114,food,,,,,burrito,,,0.8037228078044404
1115,food,,,,,butter,,,0.5047455126628965
1116,food,,,,,cabbage,,,0.5638035433953801
1117,food,,,,,cake,,,0.7401508429458741
1118,food,,,,,cake mix,,,0.3018614039022202
1119,food,,,,,calamari,,,0.3372822299651568
1120,food,,,,,calzone,,,0.5282948344172834
1121,food,,,,,candy,,,0.4449564772145417
1122,food,,,,,candy bar,,,0.5195198079231692
1123,food,,,,,candy cane,,,0.28669514317354844
1124,food,,,,,cantaloupe,,,0.5018807523009202
1125,food,,,,,caramel,,,0.33028383767300024
1126,food,,,,,carrot,,,0.7111162646876933
1127,food,,,,,cashew,,,0.4715234931181774
1128,food,,,,,casserole,,,0.6838905775075989
1129,food,,,,,catfish,,,0.423861852433281
1130,food,,,,,cauliflower,,,0.5560090702947845
1131,food,,,,,caviar,,,0.3013937282229965
1132,food,,,,,celery,,,0.5635557593824045
1133,food,,,,,cereal,,,0.7956941018165508
1134,food,,,,,cheese,,,0.8346938775510205
1135,food,,,,,cheeseburger,,,0.9118738404452691
1136,food,,,,,cheesecake,,,0.6258503401360543
1137,food,,,,,cherry,,,0.5457997152349312
1138,food,,,,,chicken,,,0.8997459224653717
1139,food,,,,,chickpea,,,0.39826839826839827
1140,food,,,,,chili,,,0.6825396825396826
1141,food,,,,,chips,,,0.7169904106220801
1142,food,,,,,chive,,,0.2393320964749536
1143,food,,,,,chocolate,,,0.6562358276643991
1144,food,,,,,cilantro,,,0.25858738557151245
1145,food,,,,,cinnamon,,,0.24621212121212113
1146,food,,,,,clam,,,0.3474025974025974
1147,food,,,,,clove,,,0.1226757369614512
1148,food,,,,,coconut,,,0.4678004535147391
1149,food,,,,,coffee bean,,,0.17664648276893163
1150,food,,,,,coleslaw,,,0.58495670995671
1151,food,,,,,cookie,,,0.7706400742115028
1152,food,,,,,cordon bleu,,,0.313953488372093
1153,food,,,,,corn,,,0.7729591836734694
1154,food,,,,,cornbread,,,0.6313237938853701
1155,food,,,,,cornmeal,,,0.3445378151260504
1156,food,,,,,cotton candy,,,0.36748768472906396
1157,food,,,,,crab,,,0.5038498916049936
1158,food,,,,,cracker,,,0.6572356215213357
1159,food,,,,,cranberry,,,0.4554001375831231
1160,food,,,,,crayfish,,,0.26441881100266185
1161,food,,,,,cream cheese,,,0.5139573070607553
1162,food,,,,,creme brulee,,,0.27243668551758043
1163,food,,,,,crepe,,,0.44095390965374914
1164,food,,,,,croissant,,,0.5695519587145204
1165,food,,,,,crouton,,,0.3485439119468011
1166,food,,,,,crumb,,,0.1953708312593329
1167,food,,,,,cucumber,,,0.6256921373200443
1168,food,,,,,cupcake,,,0.6712070874861574
1169,food,,,,,curry,,,0.43391642371234207
1170,food,,,,,dessert,,,0.5694959802102658
1171,food,,,,,dip,,,0.3273036487322201
1172,food,,,,,donut,,,0.7078651685393258
1173,food,,,,,dough,,,0.2935824932382591
1174,food,,,,,dumpling,,,0.5142857142857143
1175,food,,,,,easter egg,,,0.18053375196232332
1176,food,,,,,eclair,,,0.3503401360544217
1177,food,,,,,eel,,,0.13953488372093018
1178,food,,,,,egg,,,0.8418367346938774
1179,food,,,,,egg roll,,,0.6070867907602601
1180,food,,,,,eggplant,,,0.43049219687875145
1181,food,,,,,enchilada,,,0.5969948418928012
1182,food,,,,,fast food,,,0.7588552662444288
1183,food,,,,,fig,,,0.25969948418928
1184,food,,,,,fish,,,0.7695370831259333
1185,food,,,,,flan,,,0.2890365448504983
1186,food,,,,,flour,,,0.2718715393133998
1187,food,,,,,fondue,,,0.288961038961039
1188,food,,,,,french fries,,,0.8445539135194305
1189,food,,,,,fruit,,,0.7860544217687074
1190,food,,,,,fruitcake,,,0.324390243902439
1191,food,,,,,fudge,,,0.4169032830523513
1192,food,,,,,garlic,,,0.3778732545649839
1193,food,,,,,ginger,,,0.21221532091097303
1194,food,,,,,gingerbread man,,,0.2753872633390705
1195,food,,,,,goat,,,0.19363459669582114
1196,food,,,,,goose,,,0.15472235405790216
1197,food,,,,,grain,,,0.37943262411347517
1198,food,,,,,granola,,,0.5598239295718288
1199,food,,,,,grape,,,0.6201814058956916
1200,food,,,,,grapefruit,,,0.5288888888888889
1201,food,,,,,gravy,,,0.4590690208667736
1202,food,,,,,green beans,,,0.7104333868378813
1203,food,,,,,grits,,,0.4755102040816327
1204,food,,,,,guacamole,,,0.5551948051948051
1205,food,,,,,gum,,,0.15954753994621096
1206,food,,,,,gumball,,,0.17647058823529407
1207,food,,,,,gumdrop,,,0.20218809173153796
1208,food,,,,,gyro,,,0.461038961038961
1209,food,,,,,ham,,,0.756386999244142
1210,food,,,,,hamburger,,,0.896238955352256
1211,food,,,,,hash,,,0.33856884525962283
1212,food,,,,,honey,,,0.37950011465260264
1213,food,,,,,hotdog,,,0.8437568575817425
1214,food,,,,,hummus,,,0.44164777021919865
1215,food,,,,,ice cream,,,0.636671412751147
1216,food,,,,,ice-cream cone,,,0.5524278676988036
1217,food,,,,,jalapeno,,,0.3870513722730471
1218,food,,,,,jam,,,0.36115569823434995
1219,food,,,,,jelly bean,,,0.33074534161490676
1220,food,,,,,kale,,,0.4121945074326026
1221,food,,,,,kebab,,,0.4729064039408866
1222,food,,,,,ketchup,,,0.34875810789432043
1223,food,,,,,kiwi,,,0.4459986241687687
1224,food,,,,,lamb,,,0.4916943521594684
1225,food,,,,,lamb chop,,,0.6148552444233506
1226,food,,,,,lasagna,,,0.8073272682567002
1227,food,,,,,leek,,,0.2971331389698736
1228,food,,,,,lemon,,,0.4822112753147235
1229,food,,,,,lettuce,,,0.637012987012987
1230,food,,,,,licorice,,,0.27978168011390603
1231,food,,,,,lime,,,0.3715182776407266
1232,food,,,,,lobster,,,0.5835142567665363
1233,food,,,,,lollipop,,,0.34961127308066076
1234,food,,,,,macadamia,,,0.2557299843014128
1235,food,,,,,macaroni,,,0.80428493236375
1236,food,,,,,mango,,,0.5510204081632653
1237,food,,,,,maple syrup,,,0.32002502150285395
1238,food,,,,,marmalade,,,0.2353896103896104
1239,food,,,,,marshmallow,,,0.4506216279615294
1240,food,,,,,mashed potato,,,0.8063135366506152
1241,food,,,,,meat,,,0.8352659245516388
1242,food,,,,,meatball,,,0.7862208713272542
1243,food,,,,,meatloaf,,,0.7384471029791226
1244,food,,,,,melon,,,0.6180311204941747
1245,food,,,,,mint,,,0.22448979591836732
1246,food,,,,,mousse,,,0.28138528138528135
1247,food,,,,,muffin,,,0.7122892635314996
1248,food,,,,,mulberry,,,0.22187336473050753
1249,food,,,,,mushroom,,,0.5581849761181068
1250,food,,,,,mussel,,,0.3332263242375601
1251,food,,,,,mustard,,,0.3464696223316913
1252,food,,,,,nacho,,,0.6194213949315991
1253,food,,,,,noodle,,,0.6876285397880082
1254,food,,,,,nut,,,0.5660461986992599
1255,food,,,,,oatmeal,,,0.7456709956709957
1256,food,,,,,octopus,,,0.15250056066382595
1257,food,,,,,okra,,,0.2916974018523071
1258,food,,,,,olive,,,0.41867656153370436
1259,food,,,,,omelet,,,0.8067226890756303
1260,food,,,,,onion,,,0.5470863044012785
1261,food,,,,,orange,,,0.699092970521542
1262,food,,,,,oyster,,,0.43231292517006803
1263,food,,,,,pancake,,,0.8063840920983777
1264,food,,,,,papaya,,,0.30981992797118846
1265,food,,,,,parfait,,,0.3930372148859544
1266,food,,,,,parsley,,,0.24442335073564309
1267,food,,,,,pasta,,,0.8969280343716433
1268,food,,,,,pastry,,,0.6149068322981366
1269,food,,,,,patty,,,0.4917507232778168
1270,food,,,,,pea,,,0.5363177529076147
1271,food,,,,,peach,,,0.6078717201166182
1272,food,,,,,peanut,,,0.5475417439703154
1273,food,,,,,peanut butter,,,0.7088915566226491
1274,food,,,,,pear,,,0.5873015873015872
1275,food,,,,,pecan,,,0.4058441558441558
1276,food,,,,,pepper (seasoning),,,0.2564935064935064
1277,food,,,,,pepper (vegetable),,,0.5436387320885799
1278,food,,,,,peppermint,,,0.17274052478134103
1279,food,,,,,pepperoni,,,0.654437055721165
1280,food,,,,,pesto,,,0.31269059347877076
1281,food,,,,,pickle,,,0.5174759558996012
1282,food,,,,,pie,,,0.6540567446490791
1283,food,,,,,piecrust,,,0.29266651715631303
1284,food,,,,,pig,,,0.19933554817275748
1285,food,,,,,pineapple,,,0.6356905552918841
1286,food,,,,,pistachio,,,0.3714734245346489
1287,food,,,,,pita,,,0.4842737094837934
1288,food,,,,,pizza,,,0.9031798766018034
1289,food,,,,,plum,,,0.469234884965222
1290,food,,,,,pomegranate,,,0.3566362715298886
1291,food,,,,,popcorn,,,0.6084005695301377
1292,food,,,,,poppy,,,0.08859357696566994
1293,food,,,,,popsicle,,,0.4207403891789273
1294,food,,,,,potato,,,0.7990723562152134
1295,food,,,,,potpie,,,0.6449928808732796
1296,food,,,,,pretzel,,,0.6494331065759636
1297,food,,,,,prune,,,0.30540216086434574
1298,food,,,,,pudding,,,0.5160997732426302
1299,food,,,,,pumpkin,,,0.37762832405689545
1300,food,,,,,quesadilla,,,0.6221250404923875
1301,food,,,,,quiche,,,0.3932773109243697
1302,food,,,,,rabbit,,,0.10948129251700675
1303,food,,,,,radish,,,0.3742991702175375
1304,food,,,,,raisin,,,0.4383116883116883
1305,food,,,,,raspberry,,,0.5126336248785229
1306,food,,,,,ravioli,,,0.7024205030849549
1307,food,,,,,ready meal,,,0.48111658456486045
1308,food,,,,,rhubarb,,,0.2429771908763505
1309,food,,,,,rice,,,0.8472827333180464
1310,food,,,,,roll,,,0.6239795918367347
1311,food,,,,,saffron,,,0.11392405063291132
1312,food,,,,,salad,,,0.8292736449418477
1313,food,,,,,salami,,,0.6218161683277963
1314,food,,,,,sandwich,,,0.8997338065661046
1315,food,,,,,sardine,,,0.290443006470881
1316,food,,,,,sauce,,,0.3065759637188208
1317,food,,,,,sauerkraut,,,0.29894595200717644
1318,food,,,,,sausage,,,0.7674418604651162
1319,food,,,,,scallion,,,0.29243697478991587
1320,food,,,,,scallop,,,0.4095390965374913
1321,food,,,,,scone,,,0.42713085234093634
1322,food,,,,,scrambled egg,,,0.8082604470359572
1323,food,,,,,seafood,,,0.6906298003072198
1324,food,,,,,seaweed,,,0.1649659863945577
1325,food,,,,,shortbread,,,0.4467377860235002
1326,food,,,,,shrimp,,,0.5899288451012589
1327,food,,,,,snack,,,0.6298701298701299
1328,food,,,,,sorbet,,,0.29984301412872844
1329,food,,,,,souffle,,,0.3635937133474079
1330,food,,,,,soup,,,0.7802562885619364
1331,food,,,,,soy sauce,,,0.20423280423280424
1332,food,,,,,spaghetti,,,0.8775510204081632
1333,food,,,,,spam,,,0.3190476190476191
1334,food,,,,,spareribs,,,0.5416188947489108
1335,food,,,,,spinach,,,0.6289424860853431
1336,food,,,,,spring roll,,,0.5339448138806084
1337,food,,,,,sprouts,,,0.32653061224489793
1338,food,,,,,squash,,,0.4681169170965089
1339,food,,,,,squid,,,0.21858864027538719
1340,food,,,,,star fruit,,,0.2539929015084295
1341,food,,,,,steak,,,0.8745451669039708
1342,food,,,,,stew,,,0.6664320900774102
1343,food,,,,,stir fry,,,0.6049382716049383
1344,food,,,,,strawberry,,,0.7326974267968056
1345,food,,,,,string cheese,,,0.5944639924935491
1346,food,,,,,stuffing,,,0.5490551776266063
1347,food,,,,,sugar cube,,,0.16302800189843372
1348,food,,,,,sundae,,,0.4709576138147566
1349,food,,,,,sushi,,,0.6173469387755102
1350,food,,,,,sweet potato,,,0.6377551020408163
1351,food,,,,,swordfish,,,0.3007095311242776
1352,food,,,,,syrup,,,0.24489795918367335
1353,food,,,,,taco,,,0.802247191011236
1354,food,,,,,taffy,,,0.23184622686283807
1355,food,,,,,tamale,,,0.5665694849368318
1356,food,,,,,tiramisu,,,0.27342300556586263
1357,food,,,,,toast,,,0.7689673622257891
1358,food,,,,,tomato,,,0.6272749099639856
1359,food,,,,,tomato sauce,,,0.42755102040816323
1360,food,,,,,tortellini,,,0.4935064935064935
1361,food,,,,,tortilla,,,0.6015206082432973
1362,food,,,,,tostada,,,0.4443413729128015
1363,food,,,,,turkey,,,0.7406558128869525
1364,food,,,,,vegetable,,,0.7537853851217905
1365,food,,,,,wafer,,,0.3038033395176251
1366,food,,,,,waffle,,,0.7069479477184133
1367,food,,,,,walnut,,,0.4612244897959184
1368,food,,,,,watermelon,,,0.6233766233766234
1369,food,,,,,wedding cake,,,0.32953813104189045
1370,food,,,,,wheat,,,0.3533549783549783
1371,food,,,,,whipped cream,,,0.3355751391465677
1372,food,,,,,wrap,,,0.5828395874478823
1373,food,,,,,yogurt,,,0.6532905296950241
1374,food,,,,,yolk,,,0.3051506316812439
1375,food,,,,,zucchini,,,0.5170068027210885
1376,footwear,,,,,boot,,,0.8462585034013604
1377,footwear,,,,,flip-flop,,,0.7288629737609329
1378,footwear,,,,,flipper,,,0.13174603174603167
1379,footwear,,,,,iceskate,,,0.24826194213949315
1380,footwear,,,,,moccasin,,,0.41169060216679265
1381,footwear,,,,,rollerblade,,,0.29315726290516203
1382,footwear,,,,,rollerskate,,,0.28750000000000003
1383,footwear,,,,,sandal,,,0.7959183673469388
1384,footwear,,,,,shoe,,,0.9476590636254503
1385,footwear,,,,,ski boots,,,0.34308390022675733
1386,footwear,,,,,slipper,,,0.7005102040816328
1387,footwear,,,,,snowshoe,,,0.2868871686605677
1388,footwear,,,,,sock,,,0.6336134453781513
1389,footwear,,,,,stiletto,,,0.5061699098243947
1390,footwear,,,,,stockings,,,0.3438538205980066
1391,fruit,,,Apfel,apple,apple,,0.9916666666666667,0.9376026272577996
1392,fruit,,,,,avocado,,,0.19926622334326982
1393,fruit,,,Banane,banana,banana,,0.9583333333333334,0.8356881214024069
1394,fruit,,,,,berry,,,0.4902650715458597
1395,fruit,,,Brombeere,blackberry,blackberry,,0.7916666666666666,0.47774327122153204
1396,fruit,,,Blaubeere,blueberry,blueberry,,0.8166666666666668,0.6747835497835497
1397,fruit,,,,,cantaloupe,,,0.49411764705882355
1398,fruit,,,Kirsche,cherry,cherry,,0.9500000000000001,0.6328798185941044
1399,fruit,,,,,coconut,,,0.2532212885154062
1400,fruit,,,Preiselbeere,cranberry,cranberry,,0.7083333333333334,0.32773998488284206
1401,fruit,,,Feige,fig,fig,,0.5916666666666667,0.17711962833914047
1402,fruit,,,,,fruit,,,0.6068524970963995
1403,fruit,,,Weintraube,grape,grape,,0.9666666666666667,0.7458533975387908
1404,fruit,,,Grapefruit,grapefruit,grapefruit,,0.875,0.5090445269016698
1405,fruit,,,,,kiwi,,,0.45815180004586104
1406,fruit,,,Zitrone,lemon,lemon,,0.8833333333333333,0.5420775051593669
1407,fruit,,,Limette,lime,lime,,0.6166666666666667,0.44537815126050423
1408,fruit,,,Mango,mango,mango,,0.7583333333333333,0.5969009826152682
1409,fruit,,,Melone,melon,melon,,0.8166666666666668,0.5165532879818594
1410,fruit,,,,,mulberry,,,0.1615646258503401
1411,fruit,,,Orange,orange,orange,,0.9333333333333332,0.891006952231442
1412,fruit,,,Papaya,papaya,papaya,,0.4749999999999999,0.34572400388726915
1413,fruit,,,Pfirsich,peach,peach,,0.9583333333333334,0.6749723145071982
1414,fruit,,,Birne,pear,pear,,0.975,0.5622627998567847
1415,fruit,,,Ananas,pineapple,pineapple,,0.9333333333333332,0.6790123456790124
1416,fruit,,,Pflaume,plum,plum,,0.8833333333333333,0.47043432757718456
1417,fruit,,,Granatapfel,pomegranate,pomegranate,,0.543859649122807,0.35714285714285715
1418,fruit,,,,,prune,,,0.21124620060790275
1419,fruit,,,,,raisin,,,0.24788451966152308
1420,fruit,,,Himbeere,raspberry,raspberry,,0.9,0.5179344465058751
1421,fruit,,,,,star fruit,,,0.23024594453165886
1422,fruit,,,Erdbeere,strawberry,strawberry,,0.9666666666666667,0.7776213933849402
1423,fruit,,,,,tomato,,,0.23191094619666044
1424,fruit,,,,,watermelon,,,0.6576204950065133
1425,fruit,,,Aprikose,apricot,,,0.8666666666666667,
1426,fruit,,,Blutorange,blood orange,,,0.8083333333333332,
1427,fruit,,,Clementine,clementine,,,0.7666666666666666,
1428,fruit,,,Dattel,date,,,0.4416666666666667,
1429,fruit,,,Holunderbeere,elderberry,,,0.525,
1430,fruit,,,Stachelbeere,gooseberry,,,0.8083333333333332,
1431,fruit,,,Honigmelone,honeydew melon,,,0.8166666666666668,
1432,fruit,,,Litschi,lychee,,,0.5350877192982456,
1433,fruit,,,Mirabelle,mirabelle,,,0.5833333333333334,
1434,fruit,,,Zuckermelone,musk melon,,,0.6481481481481481,
1435,fruit,,,Nektarine,nectarine,,,0.8166666666666668,
1436,fruit,,,Maracuja,passion fruit,,,0.5916666666666667,
1437,fruit,,,Physalis,physalis,,,0.4537037037037037,
1438,fruit,,,Johannisbeere,redcurrant,,,0.8416666666666667,
1439,fruit,,,Hagebutte,rosehip,,,0.38235294117647056,
1440,fruit,,,Sauerkirsche,sour cherry,,,0.8833333333333333,
1441,fruit,,,Sternfrucht,starfruit,,,0.40740740740740744,
1442,fruit,,,Süßkirsche,sweet cherry,,,0.8833333333333333,
1443,fruit,,,Mandarine,tangerine,,,0.9166666666666666,
1444,fruit,,,Wassermelone,water melon,,,0.8083333333333332,
1445,furniture,,,,,air mattress,,,0.2933673469387754
1446,furniture,,,,,bassinet,,,0.3184622686283816
